1,49766.39844,0,499.2000122,21,8,760,0
2,49766.39844,0,512,22,7.5,760,0
3,50112,0,512,24,10,840,0
4,50112,0,512,26.5,12,960,0
5,50457.60156,10,339.2000122,28,14.5,1480,0
6,50457.60156,42,294.3999939,26.5,19,1640,0
7,50457.60156,24,304,19,15.5,1040,0
8,50803.19922,10,355.2000122,19,8,840,0
9,50803.19922,5,342.3999939,22.5,9,1080,0
10,51148.80078,0,428.7999878,25,11,1360,0
11,51148.80078,0,396.7999878,27,12.5,1640,0
12,51148.80078,0,361.6000061,27,15,1800,0
13,51494.39844,3,281.6000061,27.5,17,1800,0
14,51494.39844,3,201.6000061,24,16.5,1880,0
15,51494.39844,2,294.3999939,23.5,17,1760,0
16,51840,2,384,24.5,15,1560,0
17,51840,3,326.3999939,26.5,16.5,1480,0
18,52185.60156,10,294.3999939,27.5,17.5,1760,0
19,52185.60156,8,304,26,16,1600,0
20,52185.60156,3,316.7999878,27,14.5,1600,0
21,52531.19922,10,300.7999878,26,15.5,1600,0
22,52531.19922,13,329.6000061,19,12,960,0
23,52531.19922,14,128,14,13,1240,0
24,52531.19922,2,211.1999969,15,13.5,1240,0
25,52876.80078,0,233.6000061,17,14,1360,0
26,52876.80078,0,256,18.5,13,1440,0
27,52876.80078,3,160,19,16.5,1600,0
28,53222.39844,1,313.6000061,22,15,1640,0
29,53222.39844,0,435.2000122,24,14.5,1440,0
30,53222.39844,5,208,22.5,17.5,1800,0
31,53222.39844,0,441.6000061,24.5,16,1480,0
32,53568,0,364.7999878,22,16,1560,0
33,53568,0,531.2000122,22,10,960,0
34,53568,0,505.6000061,22,11,1120,0
35,53568,5,336,19.5,10.5,1160,0
36,53568,0,489.6000061,21,10.5,1120,0
37,53913.60156,0,531.2000122,23,9.5,1040,0
38,53913.60156,0,425.6000061,22,12,1400,0
39,53913.60156,14,300.7999878,25,17,1760,0
40,53913.60156,0,508.7999878,25,17,1320,0
41,53913.60156,4,294.3999939,23.5,17.5,1640,0
42,53913.60156,0,534.4000244,24,12,1120,0
43,53913.60156,0,534.4000244,25.5,12.5,1200,0.596944
44,54259.19922,4,380.7999878,25.5,15,1320,2.284772367
45,54259.19922,0,547.2000122,26,13.5,1080,4.951247943
46,54259.19922,0,460.7999878,26,12.5,1560,8.586661398
47,54259.19922,83,256,23.5,16,1760,12.85653418
48,54259.19922,0,489.6000061,22.5,13.5,1200,18.51280625
49,54259.19922,0,451.2000122,23.5,11.5,1400,25.26391428
50,54259.19922,3,300.7999878,22,15,1440,32.16242383
51,54259.19922,0,502.3999939,22,13,1120,41.31949232
52,54259.19922,0,451.2000122,24,12.5,1440,51.40125831
53,54259.19922,0,524.7999878,25,12,1160,62.39846601
54,54259.19922,0,508.7999878,24.5,14,1200,74.01156178
55,54259.19922,0,512,26.5,11.5,1280,85.59946871
56,54259.19922,0,496,29,12.5,1480,95.86672372
57,54259.19922,0,364.7999878,27.5,16,2000,107.0721919
58,54259.19922,13,320,24.5,18,1440,118.6702723
59,54259.19922,0,403.2000122,27.5,19,1800,133.3642256
60,54259.19922,0,380.7999878,29,19,2080,150.4375045
61,54259.19922,0,342.3999939,28,17,2120,168.3925479
62,54259.19922,0,355.2000122,23.5,16,1600,189.9673146
63,53913.60156,0,428.7999878,24,14,1400,212.5124763
64,53913.60156,0,374.3999939,24.5,16.5,1640,233.5382549
65,53913.60156,0,416,30.5,18.5,2080,252.6872611
66,53913.60156,0,492.7999878,33.5,20,1800,272.8721479
67,53913.60156,0,377.6000061,33,21,2560,296.1231521
68,53913.60156,0,361.6000061,30.5,22.5,2320,321.5771194
69,53913.60156,33,316.7999878,28.5,22,1800,347.3747487
70,53568,0,457.6000061,28,19,1600,373.2029864
71,53568,0,403.2000122,29,18,1920,398.1532126
72,53568,25,246.3999939,27,19.5,2080,428.7356816
73,53568,9,275.2000122,26,18,1800,455.0708394
74,53568,0,467.2000122,28.5,16,1600,486.0112472
75,53222.39844,8,355.2000122,30,18.5,1720,516.5598771
76,53222.39844,0,412.7999878,29,19.5,1920,552.0175087
77,53222.39844,13,275.2000122,30,20.5,2280,558.959241
78,53222.39844,25,294.3999939,30.5,22,2200,573.6950828
79,52876.80078,0,342.3999939,32,22,2640,591.8238629
80,52876.80078,65,304,30.5,21.5,2120,609.4472818
81,52876.80078,0,342.3999939,29,20.5,2280,618.8337804
82,52876.80078,0,355.2000122,29.5,21,2280,629.6018346
83,52531.19922,0,345.6000061,29.5,21.5,2320,640.6351784
84,52531.19922,0,419.2000122,29,19.5,1920,652.1358996
85,52531.19922,0,422.3999939,28.5,16.5,1880,670.4144244
86,52185.60156,0,454.3999939,29,17,1760,689.9551459
87,52185.60156,0,422.3999939,30.5,17,2080,704.3826796
88,52185.60156,0,419.2000122,31.5,19,2200,712.7062847
89,51840,0,361.6000061,29.5,20.5,2280,724.7709875
90,51840,0,435.2000122,27.5,18.5,1720,739.8949704
91,51840,0,432,27.5,14.5,1720,755.7619529
92,51494.39844,5,339.2000122,27,16.5,1560,769.2097249
93,51494.39844,0,467.2000122,28,15,1560,782.7282774
94,51494.39844,0,451.2000122,31,15.5,1880,782.7282774
